area,time,OBS,EXP,pop,type,Average_cloud_volume,rain_fall,Average_temperature_(Celsius),wind_speed,Average_maximum_relative_humidity
Ranong,4,0,0.175023148,183849,3,5,221.3,27.5,1.9,89
Ratchaburi,4,1,0.802230126,842684,3,4,267.4,27.1,1.8,92
Rayong,4,3,0.607120856,637736,3,4.5,290.8,27.55,2.35,89.5
Roi Et,4,1,1.242407407,1305058,3,3.5,109.5,25.1,2.6,86.5
Sa Kaeo,4,0,0.519404127,545596,3,2.5,246.55,28.05,1.3,87.5
Sakon Nakhon,4,0,1.06942343,1123351,3,1.5,211.15,24.6,2,89
Samut Prakan,4,1,1.145461096,1203223,3,5.5,222.2,28.86666667,5.266666667,86.33333333
Samut Sakhon,4,0,0.47513831,499098,3,5.5,222.2,0,0,0
Samut Songkhram,4,2,0.184768711,194086,3,0,0,27.5,5,87
Saraburi,4,2,0.590668495,620454,3,4,0,0,0,85
Satun,4,0,0.28699478,301467,3,7,118.8,28.8,3,86
Si Sa Ket,4,6,1.382488566,1452203,3,2,295,25.5,2.2,91
Sing Buri,4,0,0.203333546,213587,3,3.5,0,0,0,85
Songkhla,4,0,1.30138534,1367010,3,7.25,228.075,27.175,4,92.25
Sukhothai,4,0,0.572628209,601504,3,2.5,265.7,25.3,1.1,92
Suphan Buri,4,0,0.804485399,845053,3,3.5,217,27.15,0.4,91
Surat Thani,4,0,0.963478872,1012064,3,6.5,195.875,27.175,2.325,95.5
Surin,4,1,1.314131588,1380399,3,2,278.5333333,25.4,1.133333333,87.66666667
Tak,4,1,0.505525959,531018,3,1.6,214.38,23.2,1.16,86.4
Trang,4,0,0.596622266,626708,3,3,626.8,28.5,2.7,90
Trat,4,0,0.211355048,222013,3,6,167,28.3,4.5,90
Ubon Ratchathani,4,0,1.728875397,1816057,3,4.5,229.1,25.7,1.15,88
Udon Thani,4,0,1.4737886,1548107,3,3,215.6,25.6,1.7,88
Uthai Thani,4,0,0.312286405,328034,3,0,0,27,0,87
Uttaradit,4,0,0.438907321,461040,3,1,158.1,25,0.4,81
Yala,4,0,0.470063229,493767,3,8,233.1,26.9,1.1,95
Yasothon,4,1,0.512984832,538853,3,4,229.1,25.1,2.5,88
Amnat Charoen,5,2,0.824929689,372241,3,4.5,229.1,24.7,2.8,85
Ang Thong,5,0,0.629512473,284061,3,4,104.3,0,0,88
Bangkok Metropolis,5,6,12.57611728,5674843,3,3.5,218.74,29.625,2.925,86.75
Bueng Kan,5,0,0.903364726,407634,3,3,0,0,3.6,75
Buri Ram,5,11,3.455115113,1559085,3,2.5,205.75,25.75,3.15,87.5
Chachoengsao,5,6,1.505563554,679370,3,4,164.8,27.8,0.9,94
Chai Nat,5,1,0.73853436,333256,3,4,143.8,27.3,1.5,89
Chaiyaphum,5,1,2.498501522,1127423,3,3,104.5,27.5,1.7,76
Chanthaburi,5,1,1.145411265,516855,3,3,257.6,28.1,1.3,91.5
Chiang Mai,5,5,3.648048062,1646144,3,2.5,76.95,19.8,2.75,78
Chiang Rai,5,3,2.6563622,1198656,3,1,83.45,20.95,0.9,93.5
Chon Buri,5,1,2.966618611,1338656,3,3.8,244.28,29.28,2.66,88
Chumphon,5,0,1.090733005,492182,3,5.5,204.35,27.15,1.2,95
Kalasin,5,2,2.175462548,981655,3,3,116.2,24.5,1.5,93
Kamphaeng Phet,5,5,1.608921045,726009,3,2,224.3,25.1,1,85
Kanchanaburi,5,3,1.85913176,838914,3,1.5,130.85,26.85,0.9,85.5
Khon Kaen,5,3,3.913809271,1766066,3,2.5,191.25,25.85,2.1,84
Krabi,5,4,0.97074577,438039,3,6.5,194.05,29.4,3.7,87
Lampang,5,0,1.678784141,757534,3,2,179.5333333,22.83333333,0.566666667,88.66666667
Lamphun,5,0,0.895204982,403952,3,2,104.1,22.3,0.2,92
Loei,5,1,1.384895972,624920,3,2,181.95,25.5,1.4,89.5
Lop Buri,5,3,1.675666064,756127,3,3.5,149,28.1,1.9,84
Mae Hong Son,5,0,0.540838975,244048,3,2.5,154.8,20.85,0.15,95.5
Maha Sarakham,5,3,2.08256513,939736,3,3,70.6,26.4,1.8,89
Mukdahan,5,0,0.754767418,340581,3,2,73.4,25.3,1.9,85
Nakhon Nayok,5,1,0.56251925,253831,3,0,0,20.3,2.3,90
Nakhon Pathom,5,1,1.919299342,866064,3,2,350.6,25.9,0.8,96
Nakhon Phanom,5,4,1.5618485,704768,3,3,69.15,23.8,1.5,86.5
Nakhon Ratchasima,5,13,5.729383247,2585325,3,3.666666667,200.9666667,26.86666667,2.366666667,83
Nakhon Sawan,5,2,2.374981797,1071686,3,2.5,147.4,27.45,1.25,82.5
Nakhon Si Thammarat,5,3,3.381952219,1526071,3,7.333333333,322.3333333,27.13333333,1.433333333,96.66666667
Nan,5,0,1.05622806,476612,3,1,63.775,21.875,0.325,95.75
Narathiwat,5,1,1.656263958,747372,3,8,323.8,0,4.8,89
Nong Bua Lam Phu,5,0,1.113711924,502551,3,2,0,26.1,2.6,85
Nong Khai,5,1,1.129931686,509870,3,2,184.3,24.7,2.1,85
Nonthaburi,5,0,2.487873024,1122627,3,5,247.8,0,0,0
Pathum Thani,5,7,2.240268464,1010898,3,5,247.8,29.2,2,94
Pattani,5,0,1.470360532,663485,3,8,246.1,27.5,1.2,97
Phangnga,5,1,0.564956979,254931,3,3,215.25,28.95,0.65,87
Phatthalung,5,1,1.132575514,511063,3,6,472.4,28.1,1.7,95
Phayao,5,0,1.078078975,486472,3,7,333,27.1,3.6,96
Phetchabun,5,1,2.195744453,990807,3,2,112,21,1.1,95
Phetchaburi,5,1,1.032885697,466079,3,2,68.46666667,26.63333333,0.433333333,82.66666667
Phichit,5,0,1.218173041,549688,3,4,192.9,27.9,4.4,85
Phitsanulok,5,3,1.886706906,851357,3,2,165.7,26,2,90
Phra Nakhon Si Ayutthaya,5,2,1.745531375,787653,3,3,126.4,25.2,1.8,90
Phrae,5,0,1.016643774,458750,3,4,104.3,28.3,2.5,90
Phuket,5,1,0.784166429,353847,3,4,68.9,22.9,1,93
Prachin Buri,5,0,1.040803884,469652,3,6.5,491.7,29.15,1.95,87
Prachuap Khiri Khan,5,2,1.13591077,512568,3,4,167.3333333,27.1,1.966666667,88.66666667
Ranong,5,0,0.407430934,183849,3,5,221.3,27.5,1.9,89
Ratchaburi,5,3,1.867486522,842684,3,4,267.4,27.1,1.8,92
Rayong,5,0,1.41329773,637736,3,4.5,290.8,27.55,2.35,89.5
Roi Et,5,7,2.892161504,1305058,3,3.5,109.5,25.1,2.6,86.5
Sa Kaeo,5,0,1.20910469,545596,3,2.5,246.55,28.05,1.3,87.5
Sakon Nakhon,5,0,2.489477493,1123351,3,1.5,211.15,24.6,2,89
Samut Prakan,5,2,2.666483208,1203223,3,5.5,222.2,28.86666667,5.266666667,86.33333333
Samut Sakhon,5,1,1.106059671,499098,3,5.5,222.2,0,0,0
Samut Songkhram,5,2,0.430117326,194086,3,0,0,27.5,5,87
Saraburi,5,2,1.374998792,620454,3,4,0,0,0,85
Satun,5,0,0.668086209,301467,3,7,118.8,28.8,3,86
Si Sa Ket,5,5,3.218252073,1452203,3,2,295,25.5,2.2,91
Sing Buri,5,0,0.473333828,213587,3,3.5,0,0,0,85
Songkhla,5,0,3.029454398,1367010,3,7.25,228.075,27.175,4,92.25
Sukhothai,5,0,1.333003371,601504,3,2.5,265.7,25.3,1.1,92
Suphan Buri,5,5,1.872736504,845053,3,3.5,217,27.15,0.4,91
Surat Thani,5,2,2.242852456,1012064,3,6.5,195.875,27.175,2.325,95.5
Surin,5,0,3.059125992,1380399,3,2,278.5333333,25.4,1.133333333,87.66666667
Tak,5,5,1.176798133,531018,3,1.6,214.38,23.2,1.16,86.4
Trang,5,0,1.38885839,626708,3,3,626.8,28.5,2.7,90
Trat,5,1,0.492006832,222013,3,6,167,28.3,4.5,90
Ubon Ratchathani,5,1,4.024595187,1816057,3,4.5,229.1,25.7,1.15,88
Udon Thani,5,0,3.430786578,1548107,3,3,215.6,25.6,1.7,88
Uthai Thani,5,0,0.726961796,328034,3,0,0,27,0,87
Uttaradit,5,0,1.021718682,461040,3,1,158.1,25,0.4,81
Yala,5,0,1.09424555,493767,3,8,233.1,26.9,1.1,95
Yasothon,5,0,1.194161411,538853,3,4,229.1,25.1,2.5,88
Amnat Charoen,6,2,1.481387822,372241,3,4.5,229.1,24.7,2.8,85
Ang Thong,6,1,1.13046254,284061,3,4,104.3,0,0,88
Bangkok Metropolis,6,9,22.58387258,5674843,3,3.5,218.74,29.625,2.925,86.75
Bueng Kan,6,0,1.622239473,407634,3,3,0,0,3.6,75
Buri Ram,6,28,6.204608125,1559085,3,2.5,205.75,25.75,3.15,87.5
Chachoengsao,6,11,2.703652862,679370,3,4,164.8,27.8,0.9,94
Chai Nat,6,1,1.32624128,333256,3,4,143.8,27.3,1.5,89
Chaiyaphum,6,3,4.486745692,1127423,3,3,104.5,27.5,1.7,76
Chanthaburi,6,2,2.056900511,516855,3,3,257.6,28.1,1.3,91.5
Chiang Mai,6,16,6.551072224,1646144,3,2.5,76.95,19.8,2.75,78
Chiang Rai,6,2,4.770227895,1198656,3,1,83.45,20.95,0.9,93.5
Chon Buri,6,3,5.327378491,1338656,3,3.8,244.28,29.28,2.66,88
Chumphon,6,0,1.958710677,492182,3,5.5,204.35,27.15,1.2,95
Kalasin,6,5,3.906640491,981655,3,3,116.2,24.5,1.5,93
Kamphaeng Phet,6,13,2.889259624,726009,3,2,224.3,25.1,1,85
Kanchanaburi,6,5,3.338581682,838914,3,1.5,130.85,26.85,0.9,85.5
Khon Kaen,6,3,7.028319465,1766066,3,2.5,191.25,25.85,2.1,84
Krabi,6,2,1.743240644,438039,3,6.5,194.05,29.4,3.7,87
Lampang,6,1,3.014717999,757534,3,2,179.5333333,22.83333333,0.566666667,88.66666667
Lamphun,6,0,1.607586412,403952,3,2,104.1,22.3,0.2,92
Loei,6,1,2.486961076,624920,3,2,181.95,25.5,1.4,89.5
Lop Buri,6,7,3.009118636,756127,3,3.5,149,28.1,1.9,84
Mae Hong Son,6,2,0.97122492,244048,3,2.5,154.8,20.85,0.15,95.5
Maha Sarakham,6,2,3.739817663,939736,3,3,70.6,26.4,1.8,89
Mukdahan,6,1,1.355392195,340581,3,2,73.4,25.3,1.9,85
Nakhon Nayok,6,1,1.010157807,253831,3,0,0,20.3,2.3,90
Nakhon Pathom,6,1,3.446629101,866064,3,2,350.6,25.9,0.8,96
Nakhon Phanom,6,6,2.804727939,704768,3,3,69.15,23.8,1.5,86.5
Nakhon Ratchasima,6,10,10.28868118,2585325,3,3.666666667,200.9666667,26.86666667,2.366666667,83
Nakhon Sawan,6,2,4.2649321,1071686,3,2.5,147.4,27.45,1.25,82.5
Nakhon Si Thammarat,6,1,6.073224056,1526071,3,7.333333333,322.3333333,27.13333333,1.433333333,96.66666667
Nan,6,0,1.896747572,476612,3,1,63.775,21.875,0.325,95.75
Narathiwat,6,0,2.974276825,747372,3,8,323.8,0,4.8,89
Nong Bua Lam Phu,6,3,1.999975638,502551,3,2,0,26.1,2.6,85
Nong Khai,6,1,2.029102676,509870,3,2,184.3,24.7,2.1,85
Nonthaburi,6,3,4.467659304,1122627,3,5,247.8,0,0,0
Pathum Thani,6,1,4.023017311,1010898,3,5,247.8,29.2,2,94
Pattani,6,1,2.640436167,663485,3,8,246.1,27.5,1.2,97
Phangnga,6,2,1.014535419,254931,3,3,215.25,28.95,0.65,87
Phatthalung,6,0,2.033850395,511063,3,6,472.4,28.1,1.7,95
Phayao,6,0,1.935986892,486472,3,7,333,27.1,3.6,96
Phetchabun,6,2,3.943062221,990807,3,2,112,21,1.1,95
Phetchaburi,6,8,1.854829949,466079,3,2,68.46666667,26.63333333,0.433333333,82.66666667
Phichit,6,5,2.187564264,549688,3,4,192.9,27.9,4.4,85
Phitsanulok,6,1,3.388100431,851357,3,2,165.7,26,2,90
Phra Nakhon Si Ayutthaya,6,11,3.134580991,787653,3,3,126.4,25.2,1.8,90
Phrae,6,0,1.825663115,458750,3,4,104.3,28.3,2.5,90
Phuket,6,0,1.408186193,353847,3,4,68.9,22.9,1,93
Prachin Buri,6,0,1.869049228,469652,3,6.5,491.7,29.15,1.95,87
Prachuap Khiri Khan,6,2,2.039839763,512568,3,4,167.3333333,27.1,1.966666667,88.66666667
Ranong,6,0,0.731654143,183849,3,5,221.3,27.5,1.9,89
Ratchaburi,6,7,3.353584951,842684,3,4,267.4,27.1,1.8,92
Rayong,6,2,2.537964234,637736,3,4.5,290.8,27.55,2.35,89.5
Roi Et,6,8,5.193670307,1305058,3,3.5,109.5,25.1,2.6,86.5
Sa Kaeo,6,0,2.171279548,545596,3,2.5,246.55,28.05,1.3,87.5
Sakon Nakhon,6,1,4.470540569,1123351,3,1.5,211.15,24.6,2,89
Samut Prakan,6,2,4.788402943,1203223,3,5.5,222.2,28.86666667,5.266666667,86.33333333
Samut Sakhon,6,0,1.986233917,499098,3,5.5,222.2,0,0,0
Samut Songkhram,6,2,0.77239379,194086,3,0,0,27.5,5,87
Saraburi,6,1,2.469187972,620454,3,4,0,0,0,85
Satun,6,0,1.199732277,301467,3,7,118.8,28.8,3,86
Si Sa Ket,6,9,5.779255482,1452203,3,2,295,25.5,2.2,91
Sing Buri,6,0,0.850000889,213587,3,3.5,0,0,0,85
Songkhla,6,4,5.440217405,1367010,3,7.25,228.075,27.175,4,92.25
Sukhothai,6,1,2.393773659,601504,3,2.5,265.7,25.3,1.1,92
Suphan Buri,6,6,3.363012735,845053,3,3.5,217,27.15,0.4,91
Surat Thani,6,4,4.02765758,1012064,3,6.5,195.875,27.175,2.325,95.5
Surin,6,9,5.493500901,1380399,3,2,278.5333333,25.4,1.133333333,87.66666667
Tak,6,4,2.113264253,531018,3,1.6,214.38,23.2,1.16,86.4
Trang,6,1,2.494076685,626708,3,3,626.8,28.5,2.7,90
Trat,6,1,0.883533395,222013,3,6,167,28.3,4.5,90
Ubon Ratchathani,6,8,7.227266004,1816057,3,4.5,229.1,25.7,1.15,88
Udon Thani,6,0,6.160919559,1548107,3,3,215.6,25.6,1.7,88
Uthai Thani,6,0,1.305459562,328034,3,0,0,27,0,87
Uttaradit,6,2,1.834776507,461040,3,1,158.1,25,0.4,81
Yala,6,0,1.965018418,493767,3,8,233.1,26.9,1.1,95
Yasothon,6,2,2.144444788,538853,3,4,229.1,25.1,2.5,88
Amnat Charoen,7,0,1.40586609,372241,3,4.5,229.1,0,0,90
Ang Thong,7,0,1.072831116,284061,3,4,104.3,0,0,90
Bangkok Metropolis,7,4,21.4325379,5674843,3,3.5,218.74,28.075,3.3,86.75
Bueng Kan,7,0,1.539537068,407634,3,3,0,0,0,89
Buri Ram,7,45,5.88829477,1559085,3,2.5,205.75,25.6,1.65,87
Chachoengsao,7,0,2.565819579,679370,3,4,164.8,27.7,1.2,95
Chai Nat,7,0,1.258628979,333256,3,4,143.8,27.9,0.3,91
Chaiyaphum,7,4,4.258009637,1127423,3,3,104.5,27,2.1,81
Chanthaburi,7,0,1.952038916,516855,3,3,257.6,27.1,1.35,92.5
Chiang Mai,7,9,6.217095993,1646144,3,2.5,76.95,22,2.05,71.5
Chiang Rai,7,0,4.527039806,1198656,3,1,83.45,23.1,1.05,94
Chon Buri,7,3,5.055786646,1338656,3,3.8,244.28,28.08,3.88,88.8
Chumphon,7,0,1.858854839,492182,3,5.5,204.35,26.85,1.65,94.5
Kalasin,7,6,3.707478426,981655,3,3,116.2,24.6,4.2,88
Kamphaeng Phet,7,8,2.741964035,726009,3,2,224.3,26.7,0.6,91
Kanchanaburi,7,3,3.168379478,838914,3,1.5,130.85,27.95,0.55,89
Khon Kaen,7,12,6.670012983,1766066,3,2.5,191.25,25.95,2.15,86
Krabi,7,3,1.654369552,438039,3,6.5,194.05,28.65,3.55,91.5
Lampang,7,0,2.861026493,757534,3,2,179.5333333,24.5,1.266666667,89.33333333
Lamphun,7,1,1.525631027,403952,3,2,104.1,24.6,0.2,91
Loei,7,1,2.360174825,624920,3,2,181.95,24.1,1.5,91.5
Lop Buri,7,6,2.855712588,756127,3,3.5,149,26.8,1.75,88
Mae Hong Son,7,0,0.921711492,244048,3,2.5,154.8,24.25,0.45,93
Maha Sarakham,7,0,3.549160292,939736,3,3,70.6,26.1,1.6,88
Mukdahan,7,0,1.286293769,340581,3,2,73.4,25.1,2.1,83
Nakhon Nayok,7,1,0.958659566,253831,3,0,0,0,0,0
Nakhon Pathom,7,0,3.270918598,866064,3,2,350.6,27.2,1.7,96
Nakhon Phanom,7,0,2.661741809,704768,3,3,69.15,23.45,1.95,88
Nakhon Ratchasima,7,23,9.764160181,2585325,3,3.666666667,200.9666667,26,2.4,86.33333333
Nakhon Sawan,7,3,4.047504189,1071686,3,2.5,147.4,26.75,1.35,88
Nakhon Si Thammarat,7,0,5.763608712,1526071,3,7.333333333,322.3333333,27.6,1.133333333,95.66666667
Nan,7,0,1.800050637,476612,3,1,63.775,23.3,0.175,94.25
Narathiwat,7,0,2.822647026,747372,3,8,323.8,26.5,2.7,91
Nong Bua Lam Phu,7,1,1.898016096,502551,3,2,0,0,0,90
Nong Khai,7,1,1.925658225,509870,3,2,184.3,25.2,2.7,85
Nonthaburi,7,1,4.239896281,1122627,3,5,247.8,0,0,0
Pathum Thani,7,1,3.817922311,1010898,3,5,247.8,27.8,2.8,93
Pattani,7,3,2.505825696,663485,3,8,246.1,27.5,0.8,95
Phangnga,7,1,0.962814006,254931,3,3,215.25,27.7,0.8,90
Phatthalung,7,0,1.930163904,511063,3,6,472.4,28.2,1,93
Phayao,7,1,1.837289521,486472,3,7,333,27.8,2.3,92
Phetchabun,7,3,3.742043363,990807,3,2,112,23.9,1,91
Phetchaburi,7,1,1.76026999,466079,3,2,68.46666667,25.96666667,0.5,87.66666667
Phichit,7,5,2.07604138,549688,3,4,192.9,27,4.9,86
Phitsanulok,7,3,3.215373742,851357,3,2,165.7,24.9,0.4,95
Phra Nakhon Si Ayutthaya,7,19,2.974778823,787653,3,3,126.4,25.6,1.7,89
Phrae,7,0,1.732590093,458750,3,4,104.3,27.4,0.7,91
Phuket,7,1,1.336396309,353847,3,4,68.9,24.4,0.9,93
Prachin Buri,7,1,1.773764365,469652,3,6.5,491.7,29.05,2.4,88
Prachuap Khiri Khan,7,1,1.935847932,512568,3,4,167.3333333,27.36666667,2.566666667,88.66666667
Ranong,7,0,0.694354128,183849,3,5,221.3,27.9,2.2,89
Ratchaburi,7,9,3.182617875,842684,3,4,267.4,27.4,3,92
Rayong,7,0,2.408577822,637736,3,4.5,290.8,26.8,2.55,89
Roi Et,7,7,4.928894958,1305058,3,3.5,109.5,25.35,2.35,86.5
Sa Kaeo,7,0,2.060586866,545596,3,2.5,246.55,27.15,1.3,89.5
Sakon Nakhon,7,4,4.242630657,1123351,3,1.5,211.15,24.35,1,86
Samut Prakan,7,2,4.544288283,1203223,3,5.5,222.2,27.5,7.7,81.5
Samut Sakhon,7,2,1.884974933,499098,3,5.5,222.2,0,0,0
Samut Songkhram,7,0,0.733016852,194086,3,0,0,0,0,0
Saraburi,7,1,2.343307801,620454,3,4,0,0,0,86.5
Satun,7,1,1.138569455,301467,3,7,118.8,28.6,2,85
Si Sa Ket,7,8,5.484626771,1452203,3,2,295,25.3,1.4,87
Sing Buri,7,0,0.80666751,213587,3,3.5,0,0,0,86.5
Songkhla,7,1,5.162872989,1367010,3,7.25,228.075,27.775,2.925,88.75
Sukhothai,7,0,2.27173814,601504,3,2.5,265.7,25.75,0.5,95
Suphan Buri,7,10,3.191565027,845053,3,3.5,217,27.4,0.65,95.5
Surat Thani,7,0,3.822326017,1012064,3,6.5,195.875,27.5,1.8,93.25
Surin,7,8,5.21344007,1380399,3,2,278.5333333,25.8,1.533333333,88
Tak,7,1,2.005529212,531018,3,1.6,214.38,24.04,1.52,88
Trang,7,0,2.366927678,626708,3,3,626.8,27.1,1.6,91
Trat,7,0,0.838490516,222013,3,6,167,26.4,2.9,92
Ubon Ratchathani,7,7,6.858817149,1816057,3,4.5,229.1,25.05,2.1,85.5
Udon Thani,7,1,5.846833464,1548107,3,3,215.6,25.2,2.3,84
Uthai Thani,7,0,1.238906722,328034,3,0,0,0,0,0
Uttaradit,7,0,1.741238881,461040,3,1,158.1,25.8,0.1,85
Yala,7,0,1.864841008,493767,3,8,233.1,27.3,2.3,94
Yasothon,7,5,2.035120152,538853,3,4,229.1,0,0,84
Amnat Charoen,8,1,1.138635346,372241,3,4.5,229.1,0,0,90
Ang Thong,8,0,0.86890454,284061,3,4,104.3,0,0,90
Bangkok Metropolis,8,9,17.35858442,5674843,3,3.5,218.74,28.075,3.3,86.75
Bueng Kan,8,0,1.246897791,407634,3,3,0,0,0,89
Buri Ram,8,29,4.769032128,1559085,3,2.5,205.75,25.6,1.65,87
Chachoengsao,8,1,2.078101808,679370,3,4,164.8,27.7,1.2,95
Chai Nat,8,0,1.019385454,333256,3,4,143.8,27.9,0.3,91
Chaiyaphum,8,4,3.448635904,1127423,3,3,104.5,27,2.1,81
Chanthaburi,8,1,1.580990196,516855,3,3,257.6,27.1,1.35,92.5
Chiang Mai,8,7,5.035333945,1646144,3,2.5,76.95,22,2.05,71.5
Chiang Rai,8,0,3.666528107,1198656,3,1,83.45,23.1,1.05,94
Chon Buri,8,2,4.09476935,1338656,3,3.8,244.28,28.08,3.88,88.8
Chumphon,8,0,1.505518795,492182,3,5.5,204.35,26.85,1.65,94.5
Kalasin,8,5,3.002751122,981655,3,3,116.2,24.6,4.2,88
Kamphaeng Phet,8,19,2.22076426,726009,3,2,224.3,26.7,0.6,91
Kanchanaburi,8,2,2.566125528,838914,3,1.5,130.85,27.95,0.55,89
Khon Kaen,8,6,5.402159275,1766066,3,2.5,191.25,25.95,2.15,86
Krabi,8,0,1.339902612,438039,3,6.5,194.05,28.65,3.55,91.5
Lampang,8,0,2.317195011,757534,3,2,179.5333333,24.5,1.266666667,89.33333333
Lamphun,8,0,1.235635046,403952,3,2,104.1,24.6,0.2,91
Loei,8,0,1.911546553,624920,3,2,181.95,24.1,1.5,91.5
Lop Buri,8,4,2.312891187,756127,3,3.5,149,26.8,1.75,88
Mae Hong Son,8,0,0.746510134,244048,3,2.5,154.8,24.25,0.45,93
Maha Sarakham,8,3,2.874526518,939736,3,3,70.6,26.1,1.6,88
Mukdahan,8,0,1.041791648,340581,3,2,73.4,25.1,2.1,83
Nakhon Nayok,8,0,0.776435021,253831,3,0,0,0,0,0
Nakhon Pathom,8,3,2.64917374,866064,3,2,350.6,27.2,1.7,96
Nakhon Phanom,8,1,2.155790887,704768,3,3,69.15,23.45,1.95,88
Nakhon Ratchasima,8,14,7.908162792,2585325,3,3.666666667,200.9666667,26,2.4,86.33333333
Nakhon Sawan,8,4,3.278143889,1071686,3,2.5,147.4,26.75,1.35,88
Nakhon Si Thammarat,8,0,4.668046725,1526071,3,7.333333333,322.3333333,27.6,1.133333333,95.66666667
Nan,8,0,1.457892251,476612,3,1,63.775,23.3,0.175,94.25
Narathiwat,8,1,2.286110815,747372,3,8,323.8,26.5,2.7,91
Nong Bua Lam Phu,8,0,1.537236177,502551,3,2,0,0,0,90
Nong Khai,8,0,1.559624017,509870,3,2,184.3,25.2,2.7,85
Nonthaburi,8,3,3.433965583,1122627,3,5,247.8,0,0,0
Pathum Thani,8,2,3.092201541,1010898,3,5,247.8,27.8,2.8,93
Pattani,8,3,2.029511721,663485,3,8,246.1,27.5,0.8,95
Phangnga,8,0,0.779799773,254931,3,3,215.25,27.7,0.8,90
Phatthalung,8,0,1.563273244,511063,3,6,472.4,28.2,1,93
Phayao,8,0,1.48805267,486472,3,7,333,27.8,2.3,92
Phetchabun,8,0,3.030745864,990807,3,2,112,23.9,1,91
Phetchaburi,8,4,1.425673215,466079,3,2,68.46666667,25.96666667,0.5,87.66666667
Phichit,8,4,1.681421944,549688,3,4,192.9,27,4.9,86
Phitsanulok,8,3,2.604186998,851357,3,2,165.7,24.9,0.4,95
Phra Nakhon Si Ayutthaya,8,9,2.409324997,787653,3,3,126.4,25.6,1.7,89
Phrae,8,0,1.403254786,458750,3,4,104.3,27.4,0.7,91
Phuket,8,1,1.082370564,353847,3,4,68.9,24.4,0.9,93
Prachin Buri,8,0,1.436602544,469652,3,6.5,491.7,29.05,2.4,88
Prachuap Khiri Khan,8,1,1.567876838,512568,3,4,167.3333333,27.36666667,2.566666667,88.66666667
Ranong,8,0,0.562369459,183849,3,5,221.3,27.9,2.2,89
Ratchaburi,8,4,2.577657453,842684,3,4,267.4,27.4,3,92
Rayong,8,3,1.95074898,637736,3,4.5,290.8,26.8,2.55,89
Roi Et,8,9,3.99199757,1305058,3,3.5,109.5,25.35,2.35,86.5
Sa Kaeo,8,1,1.668905065,545596,3,2.5,246.55,27.15,1.3,89.5
Sakon Nakhon,8,1,3.436180202,1123351,3,1.5,211.15,24.35,1,86
Samut Prakan,8,2,3.680497948,1203223,3,5.5,222.2,27.5,7.7,81.5
Samut Sakhon,8,1,1.526673913,499098,3,5.5,222.2,0,0,0
Samut Songkhram,8,1,0.59368307,194086,3,0,0,0,0,0
Saraburi,8,0,1.897885657,620454,3,4,0,0,0,86.5
Satun,8,0,0.922147162,301467,3,7,118.8,28.6,2,85
Si Sa Ket,8,13,4.44209441,1452203,3,2,295,25.3,1.4,87
Sing Buri,8,0,0.653334016,213587,3,3.5,0,0,0,86.5
Songkhla,8,0,4.181500437,1367010,3,7.25,228.075,27.775,2.925,88.75
Sukhothai,8,0,1.839920146,601504,3,2.5,265.7,25.75,0.5,95
Suphan Buri,8,1,2.584903906,845053,3,3.5,217,27.4,0.65,95.5
Surat Thani,8,1,3.095768179,1012064,3,6.5,195.875,27.5,1.8,93.25
Surin,8,4,4.222455594,1380399,3,2,278.5333333,25.8,1.533333333,88
Tak,8,2,1.624312916,531018,3,1.6,214.38,24.04,1.52,88
Trang,8,0,1.917015805,626708,3,3,626.8,27.1,1.6,91
Trat,8,0,0.679108022,222013,3,6,167,26.4,2.9,92
Ubon Ratchathani,8,4,5.555075047,1816057,3,4.5,229.1,25.05,2.1,85.5
Udon Thani,8,1,4.735451897,1548107,3,3,215.6,25.2,2.3,84
Uthai Thani,8,0,1.003412056,328034,3,0,0,0,0,0
Uttaradit,8,1,1.41025959,461040,3,1,158.1,25.8,0.1,85
Yala,8,0,1.510367098,493767,3,8,233.1,27.3,2.3,94
Yasothon,8,1,1.648279131,538853,3,4,229.1,0,0,84
Amnat Charoen,9,0,0.819120325,372241,3,4.5,229.1,0,0,90
Ang Thong,9,0,0.625079287,284061,3,4,104.3,0,0,90
Bangkok Metropolis,9,2,12.48755308,5674843,3,3.5,218.74,28.075,3.3,86.75
Bueng Kan,9,0,0.897003003,407634,3,3,0,0,0,89
Buri Ram,9,22,3.430783316,1559085,3,2.5,205.75,25.6,1.65,87
Chachoengsao,9,1,1.494960994,679370,3,4,164.8,27.7,1.2,95
Chai Nat,9,0,0.733333413,333256,3,4,143.8,27.9,0.3,91
Chaiyaphum,9,9,2.480906441,1127423,3,3,104.5,27,2.1,81
Chanthaburi,9,1,1.137344988,516855,3,3,257.6,27.1,1.35,92.5
Chiang Mai,9,6,3.622357583,1646144,3,2.5,76.95,22,2.05,71.5
Chiang Rai,9,0,2.637655424,1198656,3,1,83.45,23.1,1.05,94
Chon Buri,9,0,2.94572693,1338656,3,3.8,244.28,28.08,3.88,88.8
Chumphon,9,2,1.083051786,492182,3,5.5,204.35,26.85,1.65,94.5
Kalasin,9,1,2.160142389,981655,3,3,116.2,24.6,4.2,88
Kamphaeng Phet,9,10,1.597590616,726009,3,2,224.3,26.7,0.6,91
Kanchanaburi,9,2,1.846039283,838914,3,1.5,130.85,27.95,0.55,89
Khon Kaen,9,5,3.886247234,1766066,3,2.5,191.25,25.95,2.15,86
